Topic,When,Where,Who,What,Why,How,Label
4,週末の午前中,自宅キッチン,一人で,パンを作る,焼きたてを楽しむため,丹念に,true
4,土曜朝,調理場,自分,パン作り,おいしいパンを作るため,気を配って,true
4,休日の午前中,自宅,私,パンを焼くこと,趣味のため,じっくりと,true
4,土曜の午前,家のキッチン,自分,自家製パン作り,趣味,丁寧に,true
4,週末の朝,台所,一人で,パン生地をこねる,パンを焼くため,集中して,true
4,土曜午前,キッチン,私,手作りパン,趣味を楽しむため,丁寧に,true
4,休日の朝,自宅の台所,自分,パン焼き,焼きたてパンが好きだから,心を込めて,true
4,週末午前中,マンションのキッチン,一人で,パン作りに挑戦,おいしいパンのため,慎重に,true
4,休日の午前,レストラン,友人と,パンを食べる,朝食として,ゆっくりと,false
4,土曜の朝,カフェ,私,コーヒーを飲む,目覚めのため,のんびりと,false
4,週末午前,スーパー,一人で,食材を買う,料理の準備のため,効率的に,false
4,土曜日,公園,自分,散歩する,運動のため,さわやかに,false
4,休日朝,ジム,私,トレーニング,体力作りのため,激しく,false
4,土曜の午前中,図書館,一人,読書をする,知識を得るため,静かに,false
4,週末,庭,自分,園芸をする,植物の手入れのため,優しく,false
4,休日,リビング,家族と,テレビを見る,くつろぐため,和やかに,false
4,土曜午前,車,私,ドライブする,気分転換のため,楽しく,false
4,週末の朝,書斎,一人で,仕事をする,締切のため,集中して,false
5,平日の早朝,公園,私,ジョギングをする,健康維持のため,爽快に,true
5,毎朝,近所の公園,自分,ランニングする,体力作りのため,軽やかに,true
5,早朝,公園のコース,一人で,ジョギング,運動習慣のため,颯爽と,true
5,平日の朝,公園内,自分,朝のジョギング,健康のため,爽やかに,true
5,早朝,公園,私,ランニング,健康維持,気持ちよく,true
5,毎朝,近くの公園,自分,ジョギング,体力づくり,軽く,true
5,平日の早朝,緑地公園,一人で,ジョグ,運動不足解消,爽快に,true
5,朝,公園,自分,軽いランニング,健康のため,快適に,true
5,平日早朝,近所の公園,私,ジョギングコースを走る,健康のため,軽やかに,true
5,毎朝,公園,自分,ラン,運動習慣,爽やかに,true
5,早朝,ジム,私,筋トレをする,筋力アップのため,激しく,false
5,朝,自宅,一人で,ストレッチ,柔軟性向上のため,ゆっくりと,false
5,平日朝,道路,自分,自転車通勤,通勤のため,急いで,false
5,早朝時間,プール,私,水泳,有酸素運動のため,リズミカルに,false
5,朝方,テニスコート,友人と,テニス,趣味として,楽しく,false
5,平日早朝,キッチン,自分,朝食作り,栄養補給のため,手際よく,false
5,早朝の時間,庭,一人で,草むしり,庭の手入れのため,丁寧に,false
5,朝一番,図書館,私,勉強,資格取得のため,集中して,false
5,平日の朝,オフィス,自分,メールチェック,業務のため,効率的に,false
5,早朝時間,バルコニー,一人,洗濯物を干す,家事のため,テキパキと,false
6,平日の夜,キッチン,私,夕食を作る,家族の食事のため,丁寧に,true
6,仕事後,台所,自分,晩ごはんを作る,夕食準備のため,真剣に,true
6,夜,自宅キッチン,一人で,夕飯の調理,食事作りのため,慎重に,true
6,平日夜,調理場,自分,夕食の支度,夜ご飯を作るため,気を配って,true
6,平日夜,自宅のキッチン,私,料理を作る,家族のために,心を込めて,true
6,仕事帰り,台所,自分,夕飯の用意,夕食のため,手際よく,true
6,夜,キッチン,一人で,夕食作り,家族の夕飯,丁寧に,true
6,平日夜,我が家のキッチン,自分,晩御飯の支度,家族の食事,丹念に,true
6,仕事後,自宅キッチン,私,夕飯を作る時間,家族の健康のため,愛情込めて,true
6,夜,台所,自分,晩ご飯,家族みんなで食べるため,張り切って,true
6,夜の時間,レストラン,友人と,食事をする,交流のため,false
6,平日夜,居酒屋,同僚と,飲み会,親睦を深めるため,賑やかに,false
6,夜,ジム,一人で,トレーニング,体力作りのため,激しく,false
6,仕事後,図書館,自分,読書,知識を得るため,静かに,false
6,夜間,公園,私,散歩,運動のため,ゆっくりと,false
6,平日の夜,リビング,家族と,テレビ鑑賞,団らんのため,和やかに,false
6,夜,スーパー,一人,買い物,日用品の補充のため,効率的に,false
6,仕事終わり,カフェ,自分,コーヒーブレイク,リフレッシュのため,のんびりと,false
6,夜の時間,浴室,私,入浴,疲労回復のため,ゆったりと,false
6,平日夜,書斎,一人で,仕事,締切対応のため,集中して,false
7,週末の午後,リビング,私,掃除をする,部屋の清潔のため,丁寧に,true
7,休日の昼,居間,自分,掃除機をかける,部屋をきれいにするため,念入りに,true
7,土曜の午後,リビングルーム,一人で,部屋の掃除,清潔にするため,細かく,true
7,週末昼,家のリビング,自分,掃除する,きれいな環境にするため,慎重に,true
7,休日の午後,自宅リビング,私,掃除,キレイにするため,丁寧に,true
7,土曜午後,居間,自分,部屋の清掃,清潔維持のため,念入りに,true
7,週末の昼下がり,リビング,一人で,掃除機かける,ハウスダスト除去,念入りに,true
7,休日昼,アパートのリビング,自分,床掃除,きれい好きなので,丁寧に,true
7,土曜午後,自宅の居間,私,掃除タイム,部屋を清潔に,しっかり,true
7,週末昼過ぎ,リビングルーム,自分,掃除開始,快適な空間のため,丹念に,true
7,休日午後,庭,私,草むしり,庭の手入れのため,根気よく,false
7,土曜の昼,キッチン,一人,料理,昼食作りのため,手際よく,false
7,週末,図書館,自分,読書,勉強のため,静かに,false
7,休日の午後,カフェ,友人と,おしゃべり,交流のため,楽しく,false
7,土曜昼,ジム,一人で,運動,体力作りのため,激しく,false
7,週末午後,公園,家族と,散歩,リフレッシュのため,のんびりと,false
7,休日,スーパー,私,買い物,食材補充のため,効率的に,false
7,土曜の午後,自室,自分,昼寝,休息のため,ゆっくりと,false
7,週末の昼,レストラン,友達と,ランチ,食事を楽しむため,和やかに,false
7,休日午後,駅前,一人,散策,気分転換のため,気楽に,false
8,毎晩,寝室,私,日記を書く,一日の記録のため,静かに,true
8,夜,自室,自分,日記をつける,思い出を残すため,落ち着いて,true
8,就寝前,ベッドルーム,一人で,日記を記す,記録を付けるため,穏やかに,true
8,夜の時間,個室,自分,日記を書く時間,日々を記録するため,丁寧に,true
8,毎晩,自分の部屋,私,日記,今日あったことを記録,静かに,true
8,夜,寝室,自分,日記タイム,一日の振り返り,落ち着いて,true
8,就寝前,ベッドルーム,一人で,日記記入,記録のため,黙々と,true
8,夜の時間,自室,自分,日記,日々の出来事を記録,丁寧に,true
8,毎晩,ベッドルーム,私,日記帳に書く,一日の記録,静かに,true
8,夜,個室,自分,今日の日記,記録用,落ち着いて,true
8,夜,リビング,私,テレビを見る,リラックスのため,のんびりと,false
8,就寝前,キッチン,一人,お茶を飲む,リフレッシュのため,ゆっくりと,false
8,夜間,書斎,自分,仕事をする,締切のため,集中して,false
8,毎晩,浴室,私,入浴する,疲労回復のため,ゆったりと,false
8,夜の時間,ジム,一人で,トレーニング,体力作りのため,激しく,false
8,就寝前,居間,家族と,団らん,コミュニケーションのため,和やかに,false
8,夜,コンビニ,一人で,買い物,必要なものを買うため,急いで,false
8,夜間,自室,自分,ゲーム,ストレス解消,熱中して,false
8,毎晩,ベランダ,私,夜景を眺める,気分転換,ぼんやりと,false
8,夜の時間,書斎,一人,読書,知識習得のため,集中して,false
9,週末,自宅,私,映画鑑賞,リラックスするため,ゆっくりと,true
9,休日,家,自分,映画を見る,気分転換のため,のんびりと,true
9,土曜の夜,自分の部屋,一人で,映画,楽しむため,自由に,true
9,週末の夜,アパート,自分,DVD鑑賞,ストレス発散,まったりと,true
9,休日夜,自宅シアタールーム,私,映画,趣味,ゆっくりと,true
9,週末の夕方,リビング,自分,映画タイム,くつろぎたい,ゆったり,true
9,土曜夜,自室,一人で,ホームシアター,映画が好き,のんびりと,true
9,休日,マンション,自分,映画三昧,休日を満喫,のんびり,true
9,週末夜,自宅,私,好きな映画を見る,リラックス,ゆっくり,true
9,土曜日の夜,家,自分,映画鑑賞会,趣味の時間,楽しく,true
9,週末,図書館,私,読書,勉強のため,静かに,false
9,休日,カフェ,友人と,おしゃべり,交流のため,楽しく,false
9,土曜の夜,居酒屋,同僚と,飲み会,親睦を深めるため,賑やかに,false
9,週末の夜,ジム,一人で,トレーニング,体力作りのため,激しく,false
9,休日夜,公園,家族と,散歩,気分転換のため,のんびりと,false
9,週末,スーパー,私,買い物,日用品購入のため,急いで,false
9,休日,自宅,自分,ゲーム,暇つぶしのため,集中して,false
9,土曜の夜,自室,一人で,勉強,資格取得のため,真剣に,false
9,週末の夜,キッチン,自分,夕食作り,お腹が空いたから,手早く,false
9,休日夜,寝室,私,睡眠,疲れをとるため,深く,false
10,毎朝,洗面所,私,歯磨き,歯の健康のため,丁寧に,true
10,朝,浴室,自分,歯を磨く,虫歯予防のため,念入りに,true
10,毎朝,洗面台,一人で,歯磨きタイム,口内ケア,時間をかけて,true
10,朝の時間,洗面所,自分,歯磨き粉で歯磨き,清潔にするため,丁寧に,true
10,毎朝,自宅洗面所,私,歯をみがく,歯の健康,きちんと,true
10,朝,洗面台,自分,歯ブラシで歯磨き,虫歯予防,丁寧に,true
10,毎朝,洗面ボウル,一人で,歯磨きをする,衛生のため,几帳面に,true
10,朝のルーティン,洗面所,自分,歯を磨く時間,健康のため,入念に,true
10,毎朝,自宅の洗面所,私,歯磨き,虫歯予防のため,丁寧に磨く,true
10,朝,洗面台の前,自分,歯磨きをする,口の中を清潔に,丁寧に,true
10,朝,キッチン,私,朝食を作る,一日の始まりに,手際よく,false
10,毎朝,リビング,自分,ニュースを見る,情報収集のため,真剣に,false
10,朝,寝室,一人で,二度寝,もっと寝たいから,ゆっくりと,false
10,朝の時間,玄関,自分,靴を履く,外出のため,急いで,false
10,毎朝,ベランダ,私,洗濯物を干す,家事のため,テキパキと,false
10,朝,ダイニング,家族と,朝食を食べる,栄養補給のため,楽しく,false
10,毎朝,庭,一人で,水やり,植物のため,丁寧に,false
10,朝の時間,書斎,自分,仕事の準備,仕事のため,集中して,false
10,毎朝,トイレ,私,用を足す,生理現象のため,すぐに,false
10,朝,居間,自分,コーヒーを飲む,目覚ましのため,ゆっくりと,false
11,平日の昼休み,会社の食堂,私,昼食をとる,空腹を満たすため,手早く,true
11,昼休み,社食,自分,ランチ,栄養補給,急いで,true
11,お昼休み,食堂,一人で,ご飯を食べる,お腹が空いた,サッと,true
11,平日昼,職場の食堂,自分,ランチタイム,昼食,手早く,true
11,昼休み時間,会社のカフェテリア,私,お昼ご飯,空腹満たす,急いで,true
11,お昼,社員食堂,自分,ランチを食べる,エネルギーチャージ,手早く,true
11,平日の昼休み,オフィス内の食堂,一人で,昼食,腹ごしらえ,簡単に,true
11,昼休憩,会社の食堂,自分,昼ごはん,お昼のため,普通に,true
11,平日のお昼,職場のランチルーム,私,昼食,食事,手早く,true
11,昼休み時間,食堂,自分,ご飯,空腹を満たすため,急いで食べる,true
11,平日の昼休み,公園,私,散歩をする,気分転換のため,ゆっくりと,false
11,昼休み,カフェ,友人と,コーヒーを飲む,休憩のため,のんびりと,false
11,お昼休み,図書館,一人で,読書をする,知識を得るため,静かに,false
11,平日昼,自席,自分,仕事をする,タスク消化のため,集中して,false
11,昼休み時間,ジム,私,トレーニングをする,運動不足解消のため,激しく,false
11,お昼,コンビニ,自分,買い物をする,必要なものを買うため,手早く,false
11,平日の昼休み,自室,一人で,昼寝をする,疲れを取るため,静かに,false
11,昼休憩,電話ボックス,自分,電話をする,連絡のため,真剣に,false
11,平日のお昼,オフィス,同僚と,雑談をする,コミュニケーションのため,楽しく,false
11,昼休み時間,会議室,複数人で,会議をする,業務のため,真面目に,false
12,夜寝る前,寝室,私,ストレッチをする,リラックスするため,ゆっくりと,true
12,就寝前,ベッドルーム,自分,ストレッチ,体をほぐすため,軽く,true
12,寝る前,自分の部屋,一人で,柔軟体操,リラックス,静かに,true
12,夜,寝室,自分,ストレッチ運動,心身をリラックス,ゆっくり,true
12,就寝前,布団の中,私,ストレッチ,寝付きをよくするため,軽く,true
12,夜寝る前,ベッド,自分,軽いストレッチ,リラックス効果,ゆっくりと,true
12,寝る直前,寝室,一人で,ストレッチング,体の柔軟性維持,丁寧に,true
12,夜の就寝前,自室,自分,ストレッチタイム,リラックス,静かに,true
12,寝る前,ベッドルーム,私,全身ストレッチ,心地よく眠るため,丁寧に,true
12,就寝前の時間,寝室,自分,ストレッチをすること,リラックス目的,ゆっくりと行う,true
12,夜寝る前,リビング,家族と,テレビを見る,団らんのため,和やかに,false
12,就寝前,キッチン,一人で,夜食を食べる,小腹が空いたため,軽く,false
12,寝る前,浴室,自分,入浴する,体を温めるため,ゆっくりと,false
12,夜,書斎,私,読書をする,知識を得るため,集中して,false
12,就寝前,ベランダ,一人で,星を眺める,癒されるため,静かに,false
12,寝る前,ソファ,自分,スマホを見る,情報収集のため,ぼんやりと,false
12,夜寝る前,パソコンデスク,私,ゲームをする,ストレス発散のため,熱中して,false
12,就寝前,ダイニング,家族と,会話をする,コミュニケーションのため,楽しく,false
12,寝る前,玄関,一人で,鍵をかける,防犯のため,確実に,false
12,夜,トイレ,自分,用を足す,生理現象のため,すぐに,false
13,休日の午後,公園,私,犬の散歩,犬の運動のため,楽しく,true
13,休日の昼下がり,近所の公園,自分,愛犬の散歩,運動不足解消,のんびり,true
13,週末の午後,ドッグラン,一人で,犬と遊ぶ,犬のストレス発散,元気に,true
13,休日の午後,河川敷,自分,犬の散歩,気分転換,ゆったりと,true
13,週末午後,公園,私,ペットの散歩,健康のため,楽しく,true
13,休日昼過ぎ,近所の広場,自分,愛犬と散歩,運動,のんびり,true
13,週末午後,遊歩道,一人で,犬の散歩に行く,リフレッシュ,気持ちよく,true
13,休日,大きな公園,自分,犬と走る,運動不足解消のため,アクティブに,true
13,週末午後,近くの公園,私,犬の散歩,気分転換のため,ゆっくり,true
13,休日昼下がり,都市公園,自分,愛犬散歩,犬の運動のため,楽しく,true
13,休日の午後,図書館,私,読書,勉強のため,静かに,false
13,休日の昼下がり,カフェ,友人と,お茶をする,リラックスのため,のんびりと,false
13,週末の午後,映画館,一人で,映画鑑賞,趣味のため,集中して,false
13,休日の午後,ショッピングモール,自分,買い物,欲しい物のため,楽しく,false
13,週末午後,自宅,家族と,ゲーム,団らんのため,賑やかに,false
13,休日昼過ぎ,ジム,一人で,トレーニング,健康のため,激しく,false
13,週末午後,美容院,自分,カット,身だしなみのため,丁寧に,false
13,休日,自宅,私,料理,夕食のため,手際よく,false
13,土曜の午後,自室,自分,昼寝,疲れを取るため,ゆっくりと,false
13,週末午後,駅,一人で,待ち合わせ,約束のため,そわそわ,false
14,深夜,自宅,私,ゲームをする,ストレス発散のため,熱中して,true
14,夜中,自室,自分,オンラインゲーム,気分転換のため,黙々と,true
14,深夜帯,自分の部屋,一人で,ゲーム,楽しむため,集中して,true
14,夜,アパート,自分,テレビゲーム,暇つぶしのため,真剣に,true
14,深夜,マンション,私,ゲーム三昧,ストレス解消,時間を忘れて,true
14,夜中,自宅,自分,PCゲーム,趣味,集中して,true
14,深夜時間,ゲーミングルーム,一人で,ゲーム,趣味のため,没頭して,true
14,夜,家,自分,ゲーム実況を見る,娯楽のため,時間を忘れて,true
14,深夜,パソコンの前,私,オンラインゲーム,友達と,熱中して,true
14,夜中,自室,自分,ゲーム配信,趣味,真剣に,true
14,深夜,図書館,私,勉強,資格取得のため,静かに,false
14,夜中,カフェ,友人と,語り合う,親睦を深めるため,じっくりと,false
14,深夜帯,バー,一人で,お酒を飲む,リラックスのため,ゆっくりと,false
14,夜,繁華街,自分,飲み歩く,ストレス発散のため,騒がしく,false
14,深夜,カラオケ,友人と,歌う,楽しむため,大声で,false
14,夜中,ジム,一人で,トレーニング,健康のため,激しく,false
14,深夜時間,コンビニ,自分,買い物,必要なものを買うため,急いで,false
14,夜,自宅,家族と,映画鑑賞,団らんのため,和やかに,false
14,深夜,寝室,私,寝る,疲れを取るため,ぐっすりと,false
14,夜中,ベランダ,一人で,夜景を眺める,気分転換のため,静かに,false
15,雨の日,自宅,私,読書をする,時間を楽しむため,ゆっくりと,true
15,雨の午後,家,自分,本を読む,静かに過ごすため,のんびりと,true
15,雨天時,自分の部屋,一人で,読書タイム,リラックス,静かに,true
15,雨の日曜日,アパート,自分,小説を読む,インドア趣味,まったりと,true
15,雨の休日,マンション,私,読書三昧,雨の日を楽しむ,のんびり,true
15,雨天,自宅,自分,漫画を読む,暇つぶし,ゆっくりと,true
15,雨模様の日,リビング,一人で,読書,静かに過ごす,落ち着いて,true
15,雨の日曜日,自室,自分,電子書籍を読む,趣味,集中して,true
15,雨,家,私,お気に入りの本を読む,リラックス,ゆっくり,true
15,雨の降る日,自分の部屋,自分,読書タイム,静かに過ごすため,集中して,true
15,雨の日,公園,私,散歩,気分転換のため,雨の中を,false
15,雨の午後,カフェ,友人と,お茶をする,雨宿りのため,のんびりと,false
15,雨天時,映画館,一人で,映画鑑賞,雨をしのぐため,集中して,false
15,雨の日曜日,ショッピングモール,自分,買い物,ウィンドウショッピング,楽しく,false
15,雨の休日,自宅,家族と,ゲーム,団らんのため,賑やかに,false
15,雨天,ジム,一人で,トレーニング,健康のため,激しく,false
15,雨模様の日,コンビニ,自分,買い物,必要なものを買うため,急いで,false
15,雨の日,友人宅,みんなと,パーティー,楽しむため,騒がしく,false
15,雨の降る日,寝室,私,寝る,雨音を聞きながら,静かに,false
15,雨天時,ベランダ,一人で,雨を眺める,物思いにふけるため,ぼんやりと,false
